STOCKNO,INVOICEDAT,BRANCHNO,Make,Model,SALETYPE,SALEPRICE,COSTPRICE,METALPROFIT,Mileage,Make_new,Model_new
27104,2023-03-24,5,volkswagen,cc,Used PX Margin,14949.0,12000.0,2457.5,28971.0,volkswagen,Other
27105,2023-03-03,11,ford,Ford Focus Variants,New Trade,23716.5,23716.5,0.0,,ford,Ford Focus Variants
27106,2023-03-10,11,ford,Ford Kuga Variants,New Trade,31399.71,31399.71,0.0,,ford,Ford Kuga Variants
27107,2023-04-27,3,ford,Ford Focus Variants,Used PX Margin,16698.0,15000.0,1415.0,10950.0,ford,Ford Focus Variants
27108,2023-03-03,7,ford,Ford Puma Variants,New Retail,21612.5,20964.13,648.37,,ford,Ford Puma Variants
27109,2023-04-05,7,ford,Ford Kuga Variants,Used PX Margin,19924.0,18370.81,1294.325,21547.0,ford,Ford Kuga Variants
27110,2023-03-03,7,ford,Ford Puma Variants,New Retail,24550.0,24217.67,332.33,,ford,Ford Puma Variants
27111,2023-03-03,2,ford,Ford Puma Variants,New Retail,20550.0,19933.5,616.5,,ford,Ford Puma Variants
27112,2023-03-30,2,citroen,c3 picasso,Used PX Margin,3750.0,2500.0,1041.6666666,61011.0,citroen,Other
27113,2023-03-03,7,ford,Ford Puma Variants,New Retail,24550.0,24217.67,332.33,,ford,Ford Puma Variants
27114,2023-03-21,7,ford,Ford Focus Variants,Used PX Margin,22999.0,18304.49,3912.0916666,28547.0,ford,Ford Focus Variants
27115,2023-03-07,8,ford,Ford Focus Variants,Used PX Margin,16554.0,14300.0,1878.3333333,13787.0,ford,Ford Focus Variants
27116,2023-03-03,11,ford,Ford Kuga Variants,New Retail,30620.83,31399.71,-778.88,,ford,Ford Kuga Variants
27117,2023-06-20,11,ford,Ford Kuga Variants,Used PX Margin,27760.0,25860.03,1583.3083333,9190.0,ford,Ford Kuga Variants
27118,2023-03-03,7,ford,Ford Puma Variants,New Retail,24966.67,24217.67,749.0,,ford,Ford Puma Variants
27119,2023-03-03,7,ford,Ford Puma Variants,New Retail,21195.83,20964.13,231.7,,ford,Ford Puma Variants
27120,2023-04-11,4,ford,Ford Fiesta Variants,Used PX Margin,12999.0,9253.3,3121.4166666,19861.0,ford,Ford Fiesta Variants
27121,2023-03-03,4,ford,Ford Fiesta Variants,New Retail,18358.34,17807.58,550.76,,ford,Ford Fiesta Variants
27122,2023-03-23,3,ford,Ford Mondeo Variants,Used PX Margin,7850.0,7800.0,41.6666666,91525.0,ford,Ford Mondeo Variants
27123,2023-03-20,4,ford,Ford Fiesta Variants,Used PX Margin,13899.0,11250.0,2207.5,25253.0,ford,Ford Fiesta Variants
27124,2023-03-03,7,ford,Ford Puma Variants,New Retail,24966.67,24217.67,749.0,,ford,Ford Puma Variants
27125,2023-03-03,7,ford,Ford Puma Variants,New Retail,21612.5,20964.13,648.37,,ford,Ford Puma Variants
27127,2023-07-17,7,ford,Ford Puma Variants,Used PX Margin,21424.0,19150.0,1895.0,4107.0,ford,Ford Puma Variants
27128,2023-03-03,1,ford,Ford Fiesta Variants,New Retail,22212.5,21546.13,666.37,,ford,Ford Fiesta Variants
27129,2023-03-31,5,suzuki,swift,Used PX Margin,7249.0,5250.0,1665.8333333,47441.0,Other,Other
27130,2023-05-09,6,land rover,Land Rover Range Rover Variants,Used PX Margin,17000.0,13500.0,2916.6666666,64026.0,land rover,Land Rover Range Rover Variants
27131,2023-03-28,10,volkswagen,transporter,Used PX Margin,10380.0,9500.0,733.3333333,126289.0,volkswagen,Other
27132,2023-03-03,2,ford,Ford Puma Variants,New Retail,20279.17,20701.42,-422.25,,ford,Ford Puma Variants
27134,2023-03-23,5,citroen,c1,Used PX Margin,650.0,350.0,250.0,,citroen,Other
27135,2023-03-17,11,ford,Ford Puma Variants,Used Sale BFC Margin,20490.0,18649.0,1534.1666666,21434.0,ford,Ford Puma Variants
27136,2023-06-26,10,ford,Ford Puma Variants,Used Sale BFC Margin,18800.0,17950.0,708.3333333,22937.0,ford,Ford Puma Variants
27137,2023-04-27,7,ford,Ford Kuga Variants,Used Sale BFC Margin,24434.0,21650.0,2320.0,15000.0,ford,Ford Kuga Variants
27138,2023-04-12,7,ford,Ford Focus Variants,Used Sale BFC Margin,17676.0,15750.0,1605.0,24319.0,ford,Ford Focus Variants
27139,2023-03-31,2,ford,Ford Fiesta Variants,Used Sale BFC Margin,17300.0,15900.0,1166.6666666,11524.0,ford,Ford Fiesta Variants
27140,2023-03-14,5,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,28490.0,25900.0,2590.0,7590.0,ford,Ford Transit Variants
27141,2023-03-27,10,ford,Ford Fiesta Variants,Used Sale BFC Margin,16295.0,14500.0,1495.8333333,16282.0,ford,Ford Fiesta Variants
27142,2023-04-05,4,ford,Ford Puma Variants,Used Sale BFC VAT Q,14915.8333,12916.67,1999.1633,34929.0,ford,Ford Puma Variants
27143,2023-07-10,5,bmw,BMW Series Models,Used Sale BFC Margin,21949.0,23650.0,-1701.0,27425.0,bmw,BMW Series Models
27144,2023-03-03,2,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,27427.5,24400.0,3027.5,12717.0,ford,Ford Transit Variants
27145,2023-03-29,6,land rover,discovery,Used Sale BFC Margin,31761.0,27150.0,3842.5,41034.0,land rover,Other
27146,2023-03-15,9,ford,Ford Puma Variants,Used Sale BFC Margin,21995.0,20100.0,1579.1666666,16400.0,ford,Ford Puma Variants
27147,2023-03-24,4,vauxhall,corsa,Used PX Margin,65.0,60.0,4.1666666,95618.0,vauxhall,corsa
27148,2023-04-17,6,ford,Ford Puma Variants,Used Sale BFC Margin,19800.0,18773.0,855.8333333,10494.0,ford,Ford Puma Variants
27149,2023-03-23,3,fiat,,Used PX Margin,2200.0,2200.0,0.0,108000.0,fiat,
27150,2023-03-20,3,ford,Ford Puma Variants,Used PX Margin,24999.0,22800.0,1832.5,9628.0,ford,Ford Puma Variants
27151,2023-03-30,4,honda,civic,Used PX Margin,2500.0,750.0,1458.3333333,99923.0,honda,civic
27152,2023-03-03,8,ford,Ford Kuga Variants,New Retail,32312.5,31343.13,969.37,10.0,ford,Ford Kuga Variants
27153,2023-03-14,11,ford,Ford Ranger Variants,New Retail CV,39350.0,35906.88,3443.12,,ford,Ford Ranger Variants
27154,2023-03-13,4,ford,Ford Focus Variants,New Retail,25708.33,25640.33,68.0,,ford,Ford Focus Variants
27155,2023-04-25,7,vauxhall,corsa,Used PX Margin,1750.0,2300.0,-550.0,54872.0,vauxhall,corsa
27157,2023-03-09,4,ford,Ford Fiesta Variants,New Motabilitiy,20170.83,20111.33,59.5,,ford,Ford Fiesta Variants
27158,2023-05-09,5,bmw,BMW Series Models,Used PX Margin,16949.0,16800.0,124.1666666,41495.0,bmw,BMW Series Models
27159,2023-04-11,5,citroen,c1,Used PX Margin,6999.0,5000.0,1665.8333333,30601.0,citroen,Other
27160,2023-03-08,4,ford,Ford Fiesta Variants,Used PX Margin,10899.0,8950.0,1624.1666666,49783.0,ford,Ford Fiesta Variants
27162,2023-03-07,2,ford,Ford Transit Variants,New Retail CV,20300.0,18320.75,1979.25,25.0,ford,Ford Transit Variants
27164,2023-03-30,1,vauxhall,insignia,Used PX Margin,1200.0,1800.0,-600.0,128000.0,vauxhall,insignia
27166,2023-03-06,3,ford,Ford Puma Variants,New Retail,21612.5,21590.58,21.92,,ford,Ford Puma Variants
27167,2023-04-11,5,ford,Ford Transit Variants,Used PX Margin CV,21215.0,18500.0,2262.5,27143.0,ford,Ford Transit Variants
27168,2023-03-31,9,ford,galaxy,Used Sale BFC Margin,39000.0,37650.0,1125.0,,ford,galaxy
27169,2023-03-28,3,ford,Ford Fiesta Variants,Used PX Margin,13399.0,10959.09,2033.2583333,13167.0,ford,Ford Fiesta Variants
27170,2023-03-06,8,ford,Ford Kuga Variants,New Motabilitiy,29912.5,31399.71,-1487.21,,ford,Ford Kuga Variants
27171,2023-03-09,11,ford,Ford Kuga Variants,New Retail,29370.83,28489.71,881.12,,ford,Ford Kuga Variants
27172,2023-03-06,4,ford,ford newtrade,New Trade,19538.75,19339.38,199.37,,ford,ford newtrade
27173,2023-03-22,4,ford,Ford Focus Variants,Used PX Margin,25399.0,22750.0,2207.5,17447.0,ford,Ford Focus Variants
27175,2023-03-07,3,ford,Ford Fiesta Variants,New Retail,22212.5,21546.13,666.37,,ford,Ford Fiesta Variants
27176,2023-03-30,5,renault,clio,Used PX Margin,2050.0,1000.0,875.0,92525.0,renault,clio
27177,2023-04-13,5,vauxhall,zafira,Used PX Margin,1700.0,1750.0,-50.0,84951.0,vauxhall,zafira
27178,2023-03-07,11,ford,Ford Transit Variants,New Retail CV,20300.0,18320.75,1979.25,,ford,Ford Transit Variants
27180,2023-04-27,2,ford,Ford Kuga Variants,Used PX Margin,23799.0,21500.0,1915.8333333,31138.0,ford,Ford Kuga Variants
27182,2023-03-14,2,ford,Ford Transit Variants,New Fleet,33730.0,29766.73,3963.27,,ford,Ford Transit Variants
27183,2023-04-18,2,ford,Ford Transit Variants,New Retail CV,38620.0,36244.28,2375.72,,ford,Ford Transit Variants
27184,2023-03-13,10,ford,Ford Focus Variants,New Fleet,25158.33,24403.58,754.75,,ford,Ford Focus Variants
27187,2023-04-17,5,mercedes-benz,slk,Used PX Margin,10249.0,8000.0,1874.1666666,86515.0,mercedes-benz,Other
27188,2023-03-14,10,ford,ecosport,New Motabilitiy,19937.5,19339.38,598.12,,ford,ecosport
27189,2023-04-21,11,vauxhall,vivaro,Used Sale BFC CV Margin,1500.0,1600.0,-100.0,104775.0,vauxhall,vivaro
27190,2023-04-04,6,ford,Ford Focus Variants,Used PX Margin,12250.0,10350.0,1583.3333333,45266.0,ford,Ford Focus Variants
27191,2023-03-27,7,ford,Ford Fiesta Variants,New Retail,20558.33,19395.96,1162.37,,ford,Ford Fiesta Variants
27192,2023-05-30,5,renault,captur,Used PX Margin,10949.0,9000.0,1624.1666666,30076.0,renault,Other
27193,2023-03-06,6,ford,Ford Fiesta Variants,New Retail,18650.0,18474.46,175.54,,ford,Ford Fiesta Variants
27194,2023-05-18,11,ford,Ford Fiesta Variants,Used PX Margin,16750.0,14750.0,1666.6666666,11228.0,ford,Ford Fiesta Variants
27195,2023-03-08,2,ford,Ford Transit Variants,New Fleet,24205.0,22937.04,1267.96,,ford,Ford Transit Variants
27196,2023-03-08,2,ford,Ford Transit Variants,New Fleet,24205.0,22937.04,1267.96,,ford,Ford Transit Variants
27197,2023-03-07,9,ford,Ford Puma Variants,New Retail,24241.67,22887.96,1353.71,,ford,Ford Puma Variants
27199,2023-06-15,1,vauxhall,astra,Used PX Margin,7900.0,7200.0,583.3333333,39000.0,vauxhall,astra
27200,2023-03-07,10,ford,Ford Fiesta Variants,New Retail,16508.33,16013.08,495.25,,ford,Ford Fiesta Variants
27201,2023-03-10,2,ford,Ford Focus Variants,New Retail,21700.0,21049.0,651.0,,ford,Ford Focus Variants
27203,2023-05-18,2,ford,Ford Focus Variants,Used PX Margin,19549.0,17500.0,1707.5,8254.0,ford,Ford Focus Variants
27204,2023-03-06,11,ford,Ford Transit Variants,New Retail CV,45820.0,42024.65,3795.35,,ford,Ford Transit Variants
27205,2023-07-07,10,ford,galaxy,Used Sale BFC Margin,24500.0,21700.0,2333.3333333,2864.0,ford,galaxy
27206,2023-03-23,10,ford,ecosport,Used Sale BFC Margin,16495.0,14000.0,2079.1666666,36144.0,ford,ecosport
27207,2023-04-24,10,ford,Ford Fiesta Variants,Used Sale BFC Margin,13295.0,11400.0,1579.1666666,10819.0,ford,Ford Fiesta Variants
27208,2023-04-24,2,ford,s-max,Used Sale BFC Margin,16979.0,14000.0,2482.5,36941.0,ford,s-max
27209,2023-03-24,4,ford,Ford Puma Variants,Used Sale BFC Margin,25899.0,23000.0,2415.8333333,5613.0,ford,Ford Puma Variants
27210,2023-03-14,4,ford,Ford Puma Variants,Used PX Margin,20799.0,19000.0,1499.1666666,3945.0,ford,Ford Puma Variants
27213,2023-03-06,1,ford,Ford Fiesta Variants,New Retail,20558.33,18898.83,1659.5,,ford,Ford Fiesta Variants
27214,2023-04-20,4,ford,Ford Fiesta Variants,Used PX Margin,9295.0,7150.0,1787.5,42037.0,ford,Ford Fiesta Variants
27215,2023-03-30,5,cupra,formentor,Used PX Margin,27949.0,25750.0,1832.5,15677.0,Other,Other
27216,2023-03-28,5,audi,q2,Used PX Margin,19999.0,17129.04,2391.6333333,46927.0,audi,Other
27217,2023-03-30,4,mazda,mx-5,Used PX Margin,1500.0,1000.0,416.6666666,105175.0,Other,Other
27218,2023-03-16,5,mercedes-benz,c class,Used PX Margin,20749.0,18850.0,1582.5,14892.0,mercedes-benz,c class
27220,2023-03-24,5,seat,leon,Used PX Margin,18449.0,16000.0,2040.8333333,34431.0,seat,leon
27221,2023-03-08,6,ford,grand tourneo connect,New Motabilitiy,24459.0,25034.73,-575.73,,ford,grand tourneo connect
27222,2023-04-17,1,ford,Ford Fiesta Variants,Used PX Margin,7584.0,5025.0,2132.5,49000.0,ford,Ford Fiesta Variants
27223,2023-03-27,5,seat,leon,Used PX Margin,16700.0,15750.0,791.6666666,18100.0,seat,leon
27224,2023-03-13,7,ford,Ford Puma Variants,Used Sale BFC Margin,25424.0,22904.49,2099.5916666,2429.0,ford,Ford Puma Variants
27225,2023-06-12,11,ford,Ford Kuga Variants,Used Sale BFC VAT Q,22436.6667,21791.67,644.9967,20178.0,ford,Ford Kuga Variants
27226,2023-03-08,4,ford,Ford Kuga Variants,New Retail,26954.17,26145.54,808.63,,ford,Ford Kuga Variants
27227,2023-05-26,9,ford,Ford Focus Variants,Used Sale BFC Margin,15245.0,14550.0,579.1666666,19896.0,ford,Ford Focus Variants
27228,2023-04-30,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,12998.0,12300.0,581.6666666,22283.0,ford,Ford Fiesta Variants
27229,2023-04-20,9,ford,Ford Focus Variants,Used Sale BFC Margin,17998.0,17000.0,831.6666666,17276.0,ford,Ford Focus Variants
27230,2023-03-31,9,ford,Ford Kuga Variants,Used Sale BFC Margin,22399.0,20450.0,1624.1666666,11953.0,ford,Ford Kuga Variants
27231,2023-05-09,9,ford,Ford Fiesta Variants,Used Sale BFC Margin,12998.0,12500.0,415.0,7500.0,ford,Ford Fiesta Variants
27232,2023-03-31,9,ford,Ford Fiesta Variants,Used Sale BFC Margin,13495.0,12600.0,745.8333333,24600.0,ford,Ford Fiesta Variants
27233,2023-06-27,9,ford,Ford Fiesta Variants,Used Sale BFC Margin,12998.0,12600.0,331.6666666,24600.0,ford,Ford Fiesta Variants
27234,2023-04-24,9,ford,Ford Focus Variants,Used Sale BFC Margin,18987.0,18250.0,614.1666666,9500.0,ford,Ford Focus Variants
27235,2023-03-31,10,ford,Ford Fiesta Variants,Used PX Margin,10947.0,7800.0,2622.5,33946.0,ford,Ford Fiesta Variants
27236,2023-06-15,8,ford,tourneo connect,New Trade,23709.0,25451.83,-1742.83,,ford,tourneo connect
27237,2023-03-08,6,ford,Ford Focus Variants,New Retail,20400.0,19788.0,612.0,,ford,Ford Focus Variants
27238,2023-04-18,6,ford,Ford Focus Variants,Used PX Margin,6450.0,5900.0,458.3333333,78582.0,ford,Ford Focus Variants
27239,2023-03-07,6,ford,Ford Fiesta Variants,New Motabilitiy,19608.34,19020.08,588.26,,ford,Ford Fiesta Variants
27240,2023-03-30,6,ford,galaxy,Used PX Margin,6700.0,4450.0,1875.0,90837.0,ford,galaxy
27241,2023-06-16,10,ford,Ford Kuga Variants,New Retail,29370.83,27681.38,1689.45,50.0,ford,Ford Kuga Variants
27242,2023-03-07,7,ford,Ford Puma Variants,New Retail,24550.0,24217.67,332.33,,ford,Ford Puma Variants
27243,2023-03-29,2,ford,Ford Puma Variants,Used PX Margin,25649.0,23485.99,1802.5083333,16352.0,ford,Ford Puma Variants
27244,2023-03-07,7,ford,Ford Puma Variants,New Retail,21612.5,20964.13,648.37,,ford,Ford Puma Variants
27245,2023-05-19,2,ford,Ford Kuga Variants,Used Sale BFC Margin,16499.0,14900.0,1332.5,36768.0,ford,Ford Kuga Variants
27246,2023-04-30,7,ford,Ford Fiesta Variants,Used PX Margin,9699.0,7250.0,2040.8333333,45000.0,ford,Ford Fiesta Variants
27247,2023-04-21,10,ford,Ford Fiesta Variants,Used Sale BFC Margin,25741.0,23000.0,2284.1666666,7086.0,ford,Ford Fiesta Variants
27248,2023-06-14,10,ford,Ford Puma Variants,Used Sale BFC Margin,19000.0,17850.0,958.3333333,30530.0,ford,Ford Puma Variants
27249,2023-03-13,7,ford,ecosport,New Motabilitiy,20166.67,19561.67,605.0,,ford,ecosport
27250,2023-03-24,3,ford,Ford Kuga Variants,Used Sale BFC Margin,16000.0,14500.0,1250.0,33542.0,ford,Ford Kuga Variants
27251,2023-04-13,4,ford,Ford Focus Variants,Used Sale BFC Margin,12000.0,9850.0,1791.6666666,37011.0,ford,Ford Focus Variants
27252,2023-08-11,3,ford,Ford Mondeo Variants,Used Sale BFC Margin,21499.0,19600.0,1582.5,8061.0,ford,Ford Mondeo Variants
27253,2023-05-16,7,ford,ecosport,Used Sale BFC Margin,16875.0,15200.0,1395.8333333,19328.0,ford,ecosport
27254,2023-06-05,11,bmw,BMW Series Models,Used Sale BFC VAT Q,18741.6667,18083.33,658.3367,16889.0,bmw,BMW Series Models
27255,2023-03-08,7,ford,Ford Puma Variants,New Retail,21195.83,20964.13,231.7,,ford,Ford Puma Variants
27256,2023-09-18,6,ford,Ford Puma Variants,Used PX Margin,17500.0,15571.16,1607.3666666,20566.0,ford,Ford Puma Variants
27257,2023-03-24,7,ford,ecosport,Used PX Margin,7525.0,5500.0,1687.5,61766.0,ford,ecosport
27258,2023-04-13,8,ford,c-max,Used PX Margin,2500.0,2500.0,0.0,110957.0,ford,c-max
27259,2023-03-24,5,honda,civic,Used PX Margin,13949.0,11500.0,2040.8333333,30563.0,honda,civic
27260,2023-03-28,8,nissan,juke,Used PX Margin,8763.0,5850.0,2427.5,47057.0,nissan,juke
27261,2023-03-21,2,ford,Ford Transit Variants,New Fleet,33730.0,29766.73,3963.27,,ford,Ford Transit Variants
27262,2023-03-21,2,ford,Ford Transit Variants,New Fleet,33730.0,29766.73,3963.27,,ford,Ford Transit Variants
27263,2023-03-15,10,ford,Ford Fiesta Variants,New Retail,18470.83,19020.08,-549.25,,ford,Ford Fiesta Variants
27264,2023-03-22,10,ford,Ford Fiesta Variants,New Motabilitiy,20858.33,20232.58,625.75,,ford,Ford Fiesta Variants
27265,2023-03-21,2,ford,Ford Transit Variants,New Fleet,33730.0,29766.73,3963.27,,ford,Ford Transit Variants
27266,2023-03-21,2,ford,Ford Transit Variants,New Fleet,33730.0,29766.73,3963.27,,ford,Ford Transit Variants
27267,2023-03-17,7,ford,Ford Focus Variants,New Motabilitiy,22666.67,21986.67,680.0,,ford,Ford Focus Variants
27268,2023-03-23,11,jaguar,xf,Used PX Margin,6500.0,5000.0,1250.0,95346.0,jaguar,Other
27269,2023-04-27,6,renault,clio,Used PX Margin,9400.0,7700.0,1416.6666666,24800.0,renault,clio
27270,2023-03-30,1,ford,Ford Puma Variants,New Retail,26633.33,26642.67,-9.34,,ford,Ford Puma Variants
27271,2023-03-08,6,ford,Ford Fiesta Variants,New Retail,20558.33,19395.96,1162.37,,ford,Ford Fiesta Variants
27272,2023-04-24,8,hyundai,kona,Used PX Margin,11050.0,9000.0,1708.3333333,46491.0,hyundai,Other
27273,2023-03-10,11,ford,ecosport,New Motabilitiy,20166.67,19561.67,605.0,,ford,ecosport
27275,2023-03-08,9,ford,Ford Puma Variants,New Retail,19904.17,19933.5,-29.33,,ford,Ford Puma Variants
27276,2023-04-17,10,ford,ecosport,Used PX Margin,13995.0,11000.0,2495.8333333,24791.0,ford,ecosport
27277,2023-03-15,8,ford,Ford Fiesta Variants,New Retail,19608.33,19020.08,588.25,,ford,Ford Fiesta Variants
27278,2023-03-10,2,ford,Ford Puma Variants,New Retail,23633.33,22924.33,709.0,,ford,Ford Puma Variants
27279,2023-07-20,11,ford,Ford Puma Variants,Used PX Margin,17279.0,16250.0,857.5,24273.0,ford,Ford Puma Variants
27280,2023-03-27,6,ford,Ford Kuga Variants,Used PX Margin,19400.0,16000.0,2833.3333333,31312.0,ford,Ford Kuga Variants
27281,2023-03-22,4,ford,Ford Kuga Variants,Used PX Margin,14000.0,11250.0,2291.6666666,38722.0,ford,Ford Kuga Variants
27282,2023-03-08,1,ford,Ford Ranger Variants,New Retail CV,49775.0,45419.69,4355.31,25.0,ford,Ford Ranger Variants
27283,2023-04-14,5,land rover,Land Rover Range Rover Variants,Used PX Margin,30949.0,24350.0,5499.1666666,42233.0,land rover,Land Rover Range Rover Variants
27284,2023-03-17,3,ford,Ford Fiesta Variants,Used Sale BFC Margin,22499.0,19750.0,2290.8333333,23989.0,ford,Ford Fiesta Variants
27285,2023-03-09,10,ford,Ford Puma Variants,New Retail,20550.0,19933.5,616.5,,ford,Ford Puma Variants
27286,2023-04-17,11,ford,Ford Fiesta Variants,Used Sale BFC Margin,17000.0,15345.0,1379.1666666,34064.0,ford,Ford Fiesta Variants
27288,2023-04-03,1,ford,Ford Focus Variants,Used PX Margin,10299.0,7500.0,2332.5,52370.0,ford,Ford Focus Variants
27289,2023-03-08,10,ford,Ford Puma Variants,New Motabilitiy,20112.5,20539.75,-427.25,,ford,Ford Puma Variants
27291,2023-04-05,6,honda,civic,Used PX Margin,8600.0,7100.0,1250.0,60000.0,honda,civic
27292,2023-03-09,6,ford,Ford Kuga Variants,New Motabilitiy,26954.17,26145.54,808.63,,ford,Ford Kuga Variants
27293,2023-03-08,4,ford,Ford Fiesta Variants,New Retail,19483.33,18898.83,584.5,,ford,Ford Fiesta Variants
27294,2023-03-28,5,ford,Ford Fiesta Variants,Used PX Margin,13292.0,12000.0,1076.6666666,15834.0,ford,Ford Fiesta Variants
27296,2023-03-16,11,ford,Ford Kuga Variants,New Retail,28454.17,26792.21,1661.96,,ford,Ford Kuga Variants
27297,2023-03-13,7,ford,Ford Puma Variants,New Retail,24241.67,22887.96,1353.71,,ford,Ford Puma Variants
27299,2023-04-13,7,ford,Ford Puma Variants,Used PX Margin,22999.0,20333.1,2221.5833333,17072.0,ford,Ford Puma Variants
27301,2023-05-19,11,vauxhall,corsa,Used PX Margin,15000.0,14246.21,628.1583333,1218.0,vauxhall,corsa
27302,2023-03-30,8,volkswagen,up,Used PX Margin,7455.0,5550.0,1587.5,49718.0,volkswagen,Other
27303,2023-03-14,10,ford,Ford Fiesta Variants,New Retail,18549.96,17993.5,556.46,,ford,Ford Fiesta Variants
27305,2023-05-15,2,ford,Ford Fiesta Variants,Used PX Margin,13851.0,11057.9,2327.5833333,9129.0,ford,Ford Fiesta Variants
27306,2023-03-08,10,ford,Ford Puma Variants,New Retail,17987.5,20458.92,-2471.42,,ford,Ford Puma Variants
27308,2023-03-24,10,ford,Ford Fiesta Variants,Used PX Margin,12174.0,9500.01,2228.325,19658.0,ford,Ford Fiesta Variants
27309,2023-03-10,10,ford,Ford Fiesta Variants,New Retail,19608.33,19020.08,588.25,,ford,Ford Fiesta Variants
27311,2023-03-08,4,ford,Ford Puma Variants,New Retail,20550.0,19933.5,616.5,,ford,Ford Puma Variants
27312,2023-04-30,1,ford,Ford Focus Variants,Used PX Margin,14484.0,12500.0,1653.3333333,27406.0,ford,Ford Focus Variants
27313,2023-03-15,9,ford,Ford Fiesta Variants,New Retail,20558.33,19941.58,616.75,,ford,Ford Fiesta Variants
27315,2023-05-09,8,ford,Ford Puma Variants,Used Sale BFC Margin,19998.0,18600.0,1165.0,25337.0,ford,Ford Puma Variants
27316,2023-03-24,10,ford,Ford Puma Variants,Used Sale BFC Margin,19780.0,17950.0,1525.0,16089.0,ford,Ford Puma Variants
27317,2023-04-12,9,ford,Ford Puma Variants,Used Sale BFC Margin,21998.0,20850.0,956.6666666,4800.0,ford,Ford Puma Variants
27318,2023-03-21,3,ford,Ford Puma Variants,Used Sale BFC Margin,21874.0,20750.0,936.6666666,7800.0,ford,Ford Puma Variants
27319,2023-03-23,9,ford,Ford Kuga Variants,Used Sale BFC Margin,32998.0,30900.0,1748.3333333,7500.0,ford,Ford Kuga Variants
27320,2023-03-21,9,ford,Ford Puma Variants,Used Sale BFC Margin,19998.0,18450.0,1290.0,11008.0,ford,Ford Puma Variants
27322,2023-03-08,2,ford,Ford Puma Variants,New Retail,19891.44,19933.5,-42.06,,ford,Ford Puma Variants
27324,2023-04-17,2,ford,Ford Puma Variants,Used PX Margin,18999.0,17250.0,1457.5,13055.0,ford,Ford Puma Variants
27325,2023-04-18,5,ford,s-max,Used PX Margin,3100.0,3500.0,-400.0,89851.0,ford,s-max
27326,2023-03-13,3,ford,Ford Puma Variants,New Motabilitiy,20112.5,20539.75,-427.25,,ford,Ford Puma Variants
27327,2023-04-20,5,ford,Ford Fiesta Variants,Used PX Margin,7249.0,6786.0,385.8333333,79963.0,ford,Ford Fiesta Variants
27329,2023-03-08,11,ford,ford newtrade,New Trade,31399.71,31399.71,0.0,,ford,ford newtrade
27330,2023-03-08,2,ford,Ford Kuga Variants,New Retail,31895.83,31343.13,552.7,,ford,Ford Kuga Variants
27331,2023-03-30,2,ford,Ford Fiesta Variants,Used PX Margin,3000.0,2150.0,708.3333333,81744.0,ford,Ford Fiesta Variants
27332,2023-04-25,10,ford,Ford Fiesta Variants,Used PX Margin,13745.0,11236.95,2090.0416666,5504.0,ford,Ford Fiesta Variants
27333,2023-03-30,2,volkswagen,sharan,Used PX Margin,9100.0,7985.4,928.8333333,81605.0,volkswagen,Other
27334,2023-03-31,3,ford,Ford Kuga Variants,Used PX Margin,16125.0,13858.79,1888.5083333,29244.0,ford,Ford Kuga Variants
27335,2023-03-10,2,ford,Ford Transit Variants,New Retail CV,48825.0,43088.06,5736.94,,ford,Ford Transit Variants
27336,2023-04-25,11,volkswagen,caddy,Used Sale BFC CV VAT Q,8000.0,8100.0,-100.0,97725.0,volkswagen,Other
27337,2023-03-24,3,tesla,model 3,Used Sale BFC VAT Q,24124.1667,21666.67,2457.4967,18172.0,tesla,model 3
27338,2023-03-30,5,tesla,model 3,Used Sale BFC Margin,27999.0,25800.0,1832.5,24434.0,tesla,model 3
27339,2023-03-21,5,tesla,model 3,Used Sale BFC VAT Q,24124.1667,21916.67,2207.4967,19291.0,tesla,model 3
27340,2023-03-22,5,audi,q5,Used Sale BFC Margin,36949.0,34500.0,2040.8333333,29089.0,audi,Other
27342,2023-03-09,4,ford,Ford Fiesta Variants,New Retail,20558.33,19941.58,616.75,50.0,ford,Ford Fiesta Variants
27343,2023-03-24,10,ford,Ford Kuga Variants,New Retail,26954.17,26145.54,808.63,,ford,Ford Kuga Variants
27344,2023-04-20,4,ford,Ford Fiesta Variants,Used PX Margin,14399.0,12250.0,1790.8333333,7704.0,ford,Ford Fiesta Variants
27345,2023-03-20,10,ford,Ford Focus Variants,New Retail,23016.67,22326.17,690.5,,ford,Ford Focus Variants
27346,2024-01-08,10,ford,Ford Puma Variants,Ex Demo VAT Q,16154.17,20458.92,-4304.75,12195.0,ford,Ford Puma Variants
27347,2023-07-13,2,ford,Ford Fiesta Variants,Used Sale BFC Margin,10990.0,8900.0,1741.6666666,8650.0,ford,Ford Fiesta Variants
27348,2023-04-21,11,ford,Ford Fiesta Variants,Used Sale BFC Margin,15990.0,13800.0,1825.0,16904.0,ford,Ford Fiesta Variants
27349,2023-05-31,11,ford,ecosport,Used Sale BFC Margin,17000.0,15200.0,1500.0,19740.0,ford,ecosport
27351,2023-03-28,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,9299.0,7200.0,1749.1666666,44194.0,ford,Ford Fiesta Variants
